text,label
Hơi k công bằng chỗ đoạn đội HT2 đoán dc “rau câu” mà k dc tính điểm vì thiếu vị hạnh nhân Còn 2 đội kia đoán dc atiso nhưng k nói rõ là mứt atiso mà vẫn dc tính điểm T tức ghê á,0
tập này thương vũ thịnh k phải fan nhg 😢,2
"Thật ra tự nhiên chương trình này đâm ra k thích QT lắm, kiểu k có trách nhiệm tập thể ấy",0
Mình lỡ xem ATVNCG trước khi xem say Hi nên thấy bớt hay😢,0
"Chơi thắng nhất mà chọn bài ai cũng né. Từ đầu đã thấy cái tôi gia trưởng, cái nết an toàn của Anh Tú đã thấy chẳng hợp với CT rồi",0
XL nhưng sau tập này k thích Ht2,0
Mong Atus cố gắng hơn nữa và bớt gáy lại vì đang dần đến chung kết r. Tui k mong ô bị loại trk thềm chung kết đâu. 😢,1
Vẫn cảm xúc như ngày nào...😥,1
tui thấy là đội nào ngồi phao đỏ là chỉ có thua,0
Thương Wean 😢😢,2
Như mv dị 😢,0
Buồn ghê tuần sau ko đc gặp Atus nữa r,0
Muốn xem mà thấy mặt thằng sìn tắt hứng. Out luôn. Bye chương trình,0
"Buồn , mình nghĩ sẽ có anh Bống😢",0
"Mn cứ bảo demo Kim Phút Kim Giờ hayyy, v thì mn có thể nghe bên ngoàiii mà :((( mình thấy nhóm Khang đã viết lạiii cho đúng lờiii hợp với mn để hoàn thành tốt thôiiiiii😢❤",1
thực sự bị mê Dương Domic và team của anh taa huhu mê cdatrd quáaaaaaaa top 1 trong lòng tui,2
"Đáng nhẽ vụ cho 500 khán giả trung lập phải dc áp dụng từ đầu, thấy nhọ cho mấy bạn bị loại trc đấy quá.",0
"Quân ap ngày xưa đẹp, men lắm. Giờ nhìn lạ quá",1
"Anh nào cũng xứng đáng hết nhưng những người phù hợp tạo thành 1 nhóm với nhau thì có 1 vài ng thui, m.n bình chọn công tâm nha huhu",1
"Vòng này Atus vào chế độ nghiêm túc lạ thường, nghiêm túc đẹp trai cuốn hút đến lạ nhưng mà mê nha",2
ATUSS❤❤,2
"Team anh Sinh mãi đỉnh❤ Anh Tú Atus, Song Luân, Captain, Quang Trung",2
Khúc Erick với HIEUTHUHAI cười xỉu,2
Quang trung đi tiếc quá :(((((((((,0
sao thái ngân làm màu quài tao mệt ghê,0
Công dương hay mà,2
"Coi từ đầu thấy thương và thấy được sự cố gắng rất nhiều của Quân AP và các thành viên luôn. Thật sự tiết mục qá đỉnh, qá đầu tư và Lâm Bảo Ngọc tuyệt vời quáaaa Love Regret🔥🔥🔥💓💓💓",2
giọng của Quang Hùng MasterD ấn tượng quá.,2
Công nhận tu duy âm nhạc của Ryder *caption quá đỉnh nhạc hay giai điệu rất mới. Respect,2
Hùng huỳnh hk ráp sẽ hay hơn,2
"Thua vs HTH luôn! Chơi xong quá bẹo hình bẹo dạng! Ai đời đội mình chơi mà ủng hộ đối thủ, thua thì vui như mở hội 😂😂😂",0
"Khúc anh Hiếu chọn đội tui bị ctrinh cho quả đau tim vvv, cứ tưởng Hiếu o chọn Khang cơ",0
"Cũng tội PAD, ở cái tuổi này thì đây gần như là cơ hội cuối cùng của ảnh. Ảnh cũng buồn lắm nhưng nhiều đoạn vẫn cố cười",1
Thương thái ngân quá à,2
Hay quá trời ❤❤❤❤❤,2
Chả có gì ấn tượng mà vể nhất k hiêu nổi luôn ai toxic thi toxic đi,0
bài Don’t Care hay mà chia line không đều lắm 🥲,1
"Hóng ngáo ngơ team atus hth quá,,, visual tuyệt",2
Thấy negav bất lực rõ luôn ý ko hiểu sao bài hay lấy ít điểm bài ko hay lấy cao điểm,1
Quan hùng nhìn khờ v tròi😂😂,2
Chỉ sợ khán giả trường quay thick nhảy nhót và bỏ qua top 1 THI SĨ thôi❤,1
thi sĩ mãi đỉnh gây cảm xúc cho người xem,2
Quang Hùng mãi đỉnh🎉❤,2
Quán quân Ryder hoặc Quang Hùng là xứng đáng nhất😊,2
"Tui k muốn ai bị loại hết, hic hic",0
"Thương Thái Ngân, mong Ngân sẽ được quay lại, 10/10 tái hợp nhé❤❤❤",2
Mong có mùa 2❤❤❤,2
Quang Trung nhảy như kiến cắn theo như lời trấn thành nói còn theo tui QT nhảy như lau sàn nhà vậy mà điểm cao hơn Dương dumic với Hùng huỳnh k biết có sự can thiệp của ban tổ chức k vậy mn,0
Mặc dù team HTH tập này ko may mắn nhưng chs rất giỏi r mong tập sau a HTH lại đưa cả team vào vòng tiếp theo,1
Mình phải công nhận Anh trai Say hi biết cách làm sao để mà đem giải trí được khán giả. Dance battle qua ❤❤❤❤❤,2
"Có thể nào bỏ cái hiệu ứng slow motion và chuyển cảnh như hiện tại được không, nó sến ngang à trời. Coi mà tức á. Huhu.",0
"Đéo hiểu sao 10/10 top 6, khán giả ngáo hay chương trình ngáo????",0
Dương domic cũng đẹp trai phết🙂‍↔️,2
Chả hiểu sao phần thi hát đội quân ap lại t5. K biết tiêu chí khán giả trường quay chấm là cái gì luôn. Cái qq. Xem mà bực.,0
Xem mà trên mạng toàn đăng kết quả dự đoán trước rồi những ai bị loại rồi top 1 rồi thế thì còn gì để xem nữa 😢,0
Tôi cảm thấy không hề công bằng!😢,0
"Mọi ng hãy xem đến cuối để thấy đc Caption battle dance nhé, đỉnhhhhh thật sự luôn đó, mình nghĩ nếu đc thi chắc thua mỗi Jsol thôi",2
Chương trình chơi kỳ vậy.tưởng atus bị loại mém khóc rồi 😢,0
"ôi vãi,top 1-2 trending out top 3 ở trường quay🥰,thua",0
"Tui từ nonfan giờ xin idol ô G,tìm video cũ của ổng cày hết🥰.Đẹp trai kiểu hiền lành,tử tê,đáng iêu,thông minh",2
Ý là show tài năng hay show fan vote vậy. Nếu show tài năng thì có vài người không đáng bị loại luôn á :)))),1
Nhạt.,0
"10/10 quá tuyệt vời, lúc pick team tui lo lắm luôn mà các anh làm rất tốt ❤",2
12:38 '' anh đứng bét màa'' nghe đauu lòng vãii,1
10/10 cho 1 lý do không vô top 3 😢,0
Hụt hẫng thật sự 10/10 top 6 🙂 ??,0
0:20 hay quá,2
Coi thấy chướng anh tiên phong pờ phom mần quá,0
Nghe xong 4 bài thấy bài nào cx dệu,1
Team Negav xứng đáng top 1 😊,2
Uôi bản ballat đức phúc quá ấn tượng,2
Mong tập sau team HTH giải nhì hoặc ba thôi chứ nhất có dc cái j đâu mà toxic muốn khóc luôn á aaaaaaaaa😢😢😢,0
Ê hg nghĩ ngáo ngơ top 4 luôn😢,0
Atusss mặc đồ đẹp ghê,2
"Tôi sốc visual Song Luân tập này quá tr quơii, đẹp chấn động",2
"Đầu đội sừng hay quá mê giọng Quân Ap ghê rap cũng hay , Hào Quang cũng hay ghê luôn",2
Trời ơi cá nhân tui vẫn thấy tập 6 hơi ngắn à nha! Kể cả có chiếu tới sáng tui cx nguyện xem hết chứ tối hôm qua xem 1 lần rồi và thời điểm tui cmt đây là lần thứ 2 xem rồi nhưng vẫn thấy hơi ngắn!😊,1
"Chính thức nghỉ coi atsh từ hôm nay. Cd, nicky, a duy k hiểu sao bị loại luôn",0
"camera tập này chê , quay búa lua xua, lúc MC đọc tên người này thì quay người kia",0
"Vie ra bài nhanh đi ạaaaaaa, em còn cover nữa😥😥😥",2
Trời ơi mong chương trình cho vòng hồi sinh mấy ảnh trai bị loại đi 😢,1
bài thi của team HH t thấy mỗi ver tlinh là hay chứ ver khác như hạch í 😅,0
Phan của đức phúc và erik nhưng mà 10/10 mãm nhãn lun ý mà xếp cuối zị,1
Bài của anh Sinh với Tage hay quá,2
bình chọn cho cục bông negav của mình nhé - 11,2
Ủa. Isass bực ai vậy??!,1
mấy má trường quay kì thị atus hay j á,0
"HÙNG HUỲNH sao mà đỉnh dữ vậy trời, xuất hiện cái là sáng trưng, visual đỉnh nóc kịch trần, bth nhảy đã đẹp nay múa đương đại quá xuất sắc. ❤❤",2
HIEUTHUHAI 03 mãi đỉnh ❤,2
Tiếc anh Song Luân ghê :(,0
Rồi xong t nghi có 4 bài xong sang tuần 2 bài với nhảy quá 😢😢😢,0
"Tất nhiên rồi,2ngay 1 đêm làm bệ phóng. ĐỘ thảo luận lúc nào cx top 1 hàng tháng, ngay từ điểm xuất phát không tính quá trình anh ta đã là quán quân mặc dù giỏi nhưng đa năng về âm nhạc thì vẫn thua 1 vài anh trai khác. Thiết nghĩ chương trình lên tính quá trình về view các livestage cộng dồn và vote 1 phần thì sẽ công tâm hơn với tài năng. Vì âm nhạc, người nghe thể hiện giá trị tài năng của các anh trai.",1
Mấy ông nhoi nhoi ms tự chấm điểm caoo Ms vào phòng chọn bài để tấuu hài zậy đcc🤣 Ctrinh tính hớt r hahaa,0
"chất lượng vd kiểu mờ nhỉ, bật hd rồi vẫn mờ như 240 vậy",0
Cái trò gọi điện thoại. 2 a trai vẫn ko biết mình vào đội nào. Mình coi mình bị rối theo luôn. 😂,1
Hog mà mọi người để ý thì có vẽ pháp kiều không thích quang trung á,0
"Thái Ngân loại là đúng vì cách nói chuyện chưa dc thân thiện, hơi lóc.chóc. Lúc tập thì lấy lý đo đi show nên k tập cùng mn. Thôi đi tới đây dc r. về lo cơm áo gạo tiền đi ne",0
nicky đang bị ấy á. bài đầu tiên là top 1 lựa chọn nhưng lại ko chơi tất đã đời phải lấy lựa chọn 3-4 nhưng lại với giá trên trời. và một bài ko thích,0
nói thiệt đây là tập mà mình cảm thấy tất cả bài hát đều khét lẹt luôn 🔥🔥🔥🔥,0
tính ra hệ tư tưởng atus không thay đổi luôn: Chọn đội trưởng chứ không để đội trưởng chọn :))),1
"Thích team tiểu học nhất, đã kìm nén đoạn Nicky vs CD bị loại r nma đến khúc Tage vs Song Luân ko cầm đc nước mắt 😢",2
Ngáo ngơ của tui phần bình chọn khán giả sao top 4 hả trời? Hay vậy mà,2
"Mình biết là cuộc thi sẽ có những lúc như vậy, nhưng thề sao mỗi lần có ai loại cảm xúc đều không kiềm được vậy chời, chương trình còn edit kiểu thòng tim nữa",1
"Tiếc cho những bạn phải ct , Có thể họ ít đc biết đến nhiều hơn so với những người còn lại , cũng chúc mừng cho những anh trai còn lại❤",1
Chương trình k công tâm. Catch Me Fi You Can. Qa hay ma đừng top 4. K muốn xem chương trình này nữa,0
ĐPQ hơi dư thừa trong 29 anh trai thì phải 😅,0
"team negav trình diễn k băng team HTH, nen team hth nhất là ok rồi",0
03 đội trưởng Trần mãi đỉnh ❤,2
Quang hùng sáng tác nhạc biết để khúc cho mọi người chill thông minh và quá giỏi❤,2
"Quan Trung chơi gà bỏ mẹ, được cái đa nghi nên xàm. ĐAN, XEN là t loại cả ANH TÚ VÀ WEAN rồi. Hay ho gì",0
"Ngay từ đầu ctrinh đã ko có 2 chữ công bằng rồi . Ko hề bất ngờ, bởi vì có những anh trai không thể nào bị loại khỏi ctrinh ,nên người bị loại buộc phải là thành viên ít fan, ít nổi tiếng mặc dù họ xuất sắc hơn .",0
Mê atus quá tròiii,2
Hóng màn trình diễn đội HIEUTHUHAI và đội Rhyder quá điii. Trương trình đỉnh quá 1 tập 4 tiếng mà thật sự chỉ có tua lại để xem chứ k bỏ qua 1 giây nào luôn.,2
Mê cái cách HTH kêu gọi bình chọn cho cả team,2
Gem và Doo đoạn loại ấy ít tương tác nhỉ😢,1
Đoạn rap của team Isaac nghe cuốn quá mn ạaaa,2
Tao tức QT gê,0
Trời Team Hieuthuhai hạng 4. Ko thể tin nổi,1
Ali và quang trung nên bị loại,0
Tập này don’t care với nổi đau ngây dại quá hay trong top3 ok… bài mình thấy thất vọng nhất là bài sóng vỗ vỡ bờ… bài 10/10 top 6 thì mình thấy hợp lý… chắc tại 10/10 không phải gu,0
"Ông Ali đúng tội luôn , đội sổ từ đầu chỉ vì chấm điểm quá khiêm tốn cho mình 😅😅😅",0
Tui thich Negav thay xiu,2
A Tus nói câu nào là muốn bể bụng câu đó 😂,2
"Tuy đứng giữa bao nhiêu anh trai, nhưng tui vẫn bị hút bởi Hiếu Thứ Hai, u mê quáaaaaa ❤️",2
Quá mê Atus gòi,2
Hào quangggg❤❤❤,2
"kiểu ý là t nghe qua tới bài Catch me if you can là t quẩy dữ dội luôn á mà xếp hạng v kh đc ok lắm, bản thân t cũng kh hẳn là hâm mộ ai, t chỉ nghe nhạc thôi! (mắc công có nhiều người nói mình cay 🥲) sau 2 tập thấy chấm điểm xếp hạng bị ấy quá. Kh ấy chương trình chơi chấm điểm onl đc kh chứ thấy chấm điểm v bị kì :)))",0
Anh Tú Atus cố lênnn,2
Mê Atus quá trời ! Ẻm giỏi dã man..,2
"k thích Rap, nhưng thích HTH từ ctrinh 2N1Đ. cứ ctrinh nào có HTH là thích xem, vì tính cách quá là đáng yêu, biết điều, khiêm nhường. hy vọng Hiếu mãi như vậy, học a Lâm mỏ hỗn lên mới đáng iu :))",2
Mình thấy là hùng huỳnh thi r 1 rồi thì r2 nên nhường cho thành viên khác tỏa sáng,1
Loại atus chắc tui ngừng coi,0
HT 2 hài ghe,2
Isaac đẹp trai cuốn quá,2
Wean Le đáng yêu vãi =)) bài nghe sexy mà thấy chỉ thấy ẻm cưng,2
Thấy nhiều trang nói ATSH quá nhưng tôi nói thật chó cứ sủa đoàn người vẫn đi đúng ko mn,1
ủa màn biểu diễn của Negav mà sao Grey d trình diễn nhiều z,0
Chương trình quá đẳng cấp,2
"Góp ý với chương trình là ánh sáng sân khấu tệ quá, có thể cải thiện góc quay vad chiếu được không chứ mình ở nhà xem TV rất loá và các anh trai da như Alien 🥲",0
Thứ giết chết em là Hiếu tóc đen 🫶,2
Lại đợi nữa 😢,0
"Mê Ngáo Ngơ quá trời, đầu tư đỉnh quá à, HTH viết bài này hay quá mê à , cm cả nhóm Asus , jsol , Erik HTH nha",2
Nhiều đoạn tune nên chất giọng riêng của từng ng khá là mờ,0
Mất đâu đoạn với Alan r 😢,0
Vẫn thôi doo đi rồi tui ko coi nữa tui thích ổng tui mới coi h ổng bị loại thì tui ko coi nữa cảm thấy đôi khi vote á toàn fan vote nhiều bài tui thấy ko hay mà nó đc giải cao ý tui ko thích lắm cái bài hay ko đc giải cao thấy thiên vị á,0
Trò chơi hút banh thấy gớm mà bắt tui tua đi tua lại nhiều lần 😂,0
"Ủa vậy là hết rồi hả mn ,sao nhanh thế 😮😢",1
Anh tú voi bản đôn về thay cho Lou Hoàng được không 😢,1
Dương domic viết bài này hay thật sự,2
"Sao tui thích bài nào là bài đó đứng chót dị chòiiii, 10/10 rồi tới Catch me if you can 😅😅😅",0
Gìn Tuấn Kiệt 🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2
"Muốn khen Trấn Thành rất nhiều, dẫn rất hay, cách nói về các đội rất hay, từ ngữ đại phong phú. Trấn Thành dẫn quá đỉnh",2
Atus trông tội nghiệp ghê. Chứng kiến 2 thành viên 10/10 ra về.,1
"Mn ơi đừng toxic nữa ạ. A Thịnh ảnh thẳng thắn, thì a Hiếu cũng tl thẳng thắn lại cũng rất bình thường mà. A Thịnh a luôn tự ti vi a không khéo ăn nói, nên cách truyền tải của anh không khéo thôi.",2
10/10 kh nghĩ là ở cuối lun áa bài đó hay lắm lunnn😢😢,2
nghe đi nghe lại đến h vẫn nổi da gà đoạn cuối 10đ cho Thi Sĩ ạ ❤❤❤❤,2
Darling tự hào về anh Hùng Huỳnh😊,2
không muốn nói nhưng mà đoạn trao giải nghe cái mic nhận giải tuột huyết áp thực sự ấy chương trình ơi,0
VT có nỗ lực nhưng mà nói chuyện bị không duyên ý😅,0
Team Rhyder điểm danh cái nào (ps : tập này ảnh k diễn mà nhoi nhoi cưng thấy sợ),1
Thực ra các ak trai họ vẫn rất yêu thươg nhau chỉ có trươg trình thích tạo drama để câu review thôi càg nhiều người toxic thì trươg trình càg Hot chỉ có các ak trai là chịu thiệt thòi hi vọg là ko ak trai nào suy nghĩ tiêu cực😢,1
chương trình có thể nào những lúc công bố số điểm cho chậm lại vài giây ko :))) chứ quảng cáo cho lắm vào tới khúc đó muốn xem điểm lại cho chạy nhanh như cướp,0
"0:01 tui coi vòng loại mà khóc luôn á trời , loại nicky , phạm đình thái ngân , công dương thì uổng quá xem mà buồn 😢",0
"Ủng hộ Atus, ủng hộ ngáo ngơ",2
negav tập này nhìn tuyệt vọng quá thương anh tôi,0
31 chiếc mỏ hỗn và các tiểu phẩm 🤣,2
"bài của nhóm Quân AP thật sự làm bất ngờ, hay quá hay luon á trài",2
Mới vào bl mà toàn hth😂😢,1
Rhyder quán quân trong lòng tôi!,2
Thực sự phối catch me chưa tốt bằng love sand và hit drama nhưng ăn điểmowr phần điệp khúc.. ấn tượng quá mà,1
Hải đăng đoo nay thấy trầm quá vậy….cố lên đoo,1
"ông hiếu tự nh nói xui do atus, hơi ngông thành vô duyên.",0
captain ơi em giỏi quá,2
Pháp Kiều rất giỏi và mọi người luôn tự hào về Kiều,2
Những người bị loại quá tiếc học thực sự tài năng,1
"thật cảm ơn vì bây giờ tôi mới xem tập này, nghe Bao lời con chưa nói với cảm xúc trọn vẹn nhất, với tôi đây là bài hát hay nhất chương trình❤❤❤",2
Ủa Vũ Thịnh đâu ???. Sao ko thấy cũng ko nói gì về Vũ Thịnh v😢,1
Ủa song luânn bị loại k tin lun hết vui lun rồi,0
"chúc mừng RHYDER đã hoàn thành phần thi của mình. Phần thi của anh rất tốt rồii. Mình đã rưng rưng khi nghe, mặc dù không phải theo anh quá lâu nhưng biết những gì anh đã trải qua và thấy anh đứng đây ngày hôm nay, nhìn lại những gì anh đã cố gắng 10 năm qua thì anh xứng đáng xứng đáng toả sáng hơn và được nhiều sự yêu thương đến từ khán giả hơn nữa . Mong chặng đường sắp tới của anh sẽ luôn toả sáng như vậy. RHYDER của FLASH giỏi lắm, tụi em rất tự hào về anh.",2
Cái khúc đấu giá nhìn Gíp vs Hùng đầu hường mà thấy thương. 2 bố rối loạn lo âu cái vòng đó nhìn thực sự là xì chét luôn,0
13:18 hay❤,2
atus nói câu nào xéo xắc câu đó,2
10/10 đỉnh nha❤,2
Công tâm mà nói thì 2 bài Ngáo Ngơ và Rg phải top 1 và top 2. Chương trình dàn xếp kết quả à. ???? T xem xong cũng ngáo ngơ cml.,0
thích sự thông minh của Quang Hùng MaterD,2
Tính ra đưa cap nhảy lấy điểm trước OK hơn.tính sai 1 bước đi 1 dặm luôn 😢,0
"Các anh trai đều trình diễn rất tốt, tiết mục nào cũng có sự đầu tư và đều hoành tráng nhưng Top 3 lòng mình 1.10/10 2.Don't care 3. No far no start Mà kh hỉu sao 10/10 hạng bét lun, buồn thật sự",0
Các nữ dance đc nhẩy cùng trai đẹp đc ôm ôm là thích à haha 😂😂😂😂,2
No far No star quá đỉnhhh🎉,2
Nếu captain được nhảy thì tuyệt vời❤❤❤,2
1:28:57 😂😂 miếng đặc biệt của ảnh đó,2
"nổi da gà luon anh Voi ạaaaaaaaaaaaaaaa thật sự quá đỉnh, quá xứng đáng",2
Quân A.P tập nay duyên và đẹp thật đúng là Hoàng tử.,2
"cả 4 bài tuần này thật sự rất hay nhưng ấn tượng với team dương domic kiểu beat độc lạ á, performance đỉnhhhh quá trời xem nổi da gà huhu. còn team quân ap thì vocal highnote các thứ quá tuyệt vời nghe highnote mà k cảm thấy khó chịu huhu xứng đáng top 1",2
"Ko thích Đức Phúc, thấy sao sao",0
T thấy bài Negav chán chán sao á 🥲,0
mình thấy ali rất là cố gắng.,2
Ct kịch bản r :) méo hiểu s đội Negav top cuối đc :) xin phép từ h anti ct nhé :)),0
Nhóm atus hay vậy mà top6. Trong khi đấy ko công bố điểm của từng cá nhân. Cũng ko hiểu sao ko ai bị loại????,1
bùn qá vì tiếc cho Atus vs 2Khang😭,0
1h sáng coi mà tui cười ặc ặc j mà hoa lá hè z bay ơi :))))) Mong bà hàng xóm k nghe,2
ước gì chương trình k cho mấy tiếng hét nua,0
Sóng vỗ vỡ bờ nếu có múa quạt nữa thì hay hơn,1
"MC nói nhiều mắc mệt, ATVNCG nói ngắn gọn trọng tâm",0
Tập này ekip edit mận quãi chưởng =)))),0
"ĐẦU ĐỘI SỪNG hay quá, bắt tay từ câu đầu",2
Team hiếu thứ hai đỉnh quá nhảy cuốn vãi,2
1h40p16s QH hỏi ai đánh nê gip z 🐧 dễ thương ác 😂,2
Nhạc Quang Hùng hay quá,2
Mê a Tú Tus mê Ngáo Ngơ ạ ❤❤,2
A tuss haizz quá,0
Má ơi cái khúc Negav té cười té 😂,2
Tập này cười cỉu😂,2
Bài catch my if you can hay mà lại đc ít điểm vậy,1
"1 tiếng đầu khóc hết nước mắt, mấy tiếng sau cười như con khùm nữa đêm",2
Atus này kì ghê,0
Ông nê gíp nắm tay tưởng đâu trao giải hoa hậu tới nơi 😂,2
Tao mêeeee Quang Hùng vớii Negev qâs🎉🎉,2
Bài của erik chắc sẽ gây tranh cãi do trang phục kh phù hợp nhờ 🥲,0
"Ba me no, games show Anh TRAI, ma co may con banh beo. Bong lo nhu vay cung goi Anh Trai dc hay thiet. Show bay gio fai co dong bong de day hu the he sau nay. Doi ten show Dong Bong hay banh beo say hi.",1
"T mong tập 4 atus kh bị loại , bị loại t nghĩ coi",0
"Xem thì xem cho vui thôi chớ mình ko thèm tin cái mấy vote của chương trình, chủ yếu xem thực lực của mấy bản 🎉🎉🎉",1
Thích cái cách Hùng Huỳnh lấy khăn cho Atus nhảy quá đii,2
Đề nghị chương trình đừng loại hải đăng doo và gin,1
ở cuối thấy team hiếu vẫn còn đứng lại trên sân khấu. vậy là tem HTH top 2 hả mn. huhu,1
10/10 đỉnh mà tr sao hạng bét dạ chấm cái gì hk bt 😢,0
"Phần chơi game quang hùng tâm lí yếu , ko có chính kiến riêng gì hết , lỗ hổng trò chơi ,",0
"Bài Thi sĩ nghe mà há mồm luôn :))) Không rời mắt nổi, quá đỉnh ạ",2
Các team đều thay đổi người thi. Còn đội RHIDER thì cứ cử Hùng Huỳnh. Chơi k đẹp. Nhảy có giỏi đẹp đến đâu đi chăng nữa nhưng chơi kiểu bẩn vậy thì bỏ,0
Bài của Song Luân chất lạ luôn 👍🏻👍🏻👍🏻 yeahhh,2
Bài của ông Khang Wean như tiết mục biểu diễn của đêm CC á chèn,1
Quang Trung nhảy xấu v cũng vào :)) ảo,0
Đùa chứ. Tập này chưa loại ai mà lại khóc 😭😭😭,1
Mới coi tap 2 mà thay nhóm 10/10 bi chấm bét là t ưa gan ngang ln ak. K hiểu chấm kieu qq gi ln,0
Hay quá ATUS ❤❤,2
thì ra là you bị cắt khúc cúi tiếc quá,0
Ui bài của nhóm atus xúc động dã man 😢❤❤❤,2
Sao ngáo ngơ lại hạng 4 vậy k tin luôn á chời,0
teem atus tú voi song luân quang trung và em út đăng dương 加油,2
"Cùng nhau bình chọn cho erik nhaa,erik đã cố gắng hết sức và erik đã xử lý tình huống rất tốt,captain là 1 tv nhỏ tuổi nhất trong ah trai say hi nhma cậu ấy đã toả sáng và cậu ấy là 1 ng rất tài năng và cùng nhau bình chọn cho rhyder,hieuthuhai,negav,hurykhng",2
tập này dở vcl,0
bài đều là của em rất là đỉnh . hay . xuất sấc,2
Bố tổ cái bọn khán giả chấm điểm kiểu ghét Vũ Thịnh nên dìm ! Bẩn tính vãi,0
Captain với Rhyder lúc chơi khoanh số cưng dễ sợ lun á😂,2
Loại Tage chi zậy😢,0
Vừa đẹp vừa hài vừa duyên dáng vừa hát hay - ATUS,2
Tiếc nhất Lou Hoàng,0
bọn khán giả trường quay ngơ ngơ nhỉ. bầu chọn xàm lông,0
Giờ coi lại từ đầu nó hay gì đâu á🙉,0
có ai xem lại và cảm xúc buồn vui vẫn như lần đầu xem như tui khum,1
Thấy buồn cho 6 ng bị lọai qá à😢,0
"Lần này hít dram khg hay nhe, tiết thiết, bài thi sĩ thì hay khỏi nói",0
Ủa sao... hùng huỳnh bị loại 😮,0
Lặp laii quá nhiều k ấn tượng mấy 😢,0
Tôi nghiệp nagev với kieu qua ❤kg có nagev Quang miếng thì chương trình đÂu con vui nữa ❤,2
"Nhìn phòng chờ càng ngày trống vắng . Buồn nhỉ . Tất cả mn đều tài năng , càng ngày càng duyên dáng , hài hước. Chúc cho tất cả mn đều nghiêm túc để lm nghề và ngày càng thành công . 1 tập mà vừa khóc vừa cười chảy nc mắt luôn . :))",2
cái đoạn atus với vũ thịnh hoà duoc mà nhỉ chỉ cần lượt 2 mà atus ra 999 là hoà rồiiii,2
Ê tôi thấy bài HÚT or DON’T CARE là hay và đọng lại cá nhân tôi nhất á. Đặc biệt Hải Đăng Doo and Negav bất ngờ phần trình diễn🫠,2
10/10 ấn tượng nhất với mình ấy thế mà lại top cuối. Thật vô lý,0
"Trời đất cơi ta nói nó đỉnh vãi ra, mê team Ryhder quá rồi, ai cũng chỉnh chu và nhiệt huyết, đặc biệt là màn dance battle của Hùng Huỳnh, phải nói là đã con mắt gì đâu, chúc mừng anh và cả nhóm đã thắng vòng 1, cùng leo lên đỉnh cao nào mọi người ơi, quá là giỏi rồi.",2
Catch me if you can top 1 trending mà loại 2 người?!?!? Công Dương vs Nicky của tui,1
tập này cười điên🤣,2
Thấy ctrinh vùi dập ali vào quang trung vây ạ. Thấy ok mà sao toàn hạng cuối v,0
Nhóm 2khang tiểu phẩm dã man,0
Livestage 1 bài Hit drama mà đứng thứ 2 sao 🙈🙈🙈 Catch Me đứng cuối ???,0
Cap tập này xàm thế chứ liu,0
Trời ơi team atusss mãi đỉnh,2
Team Issac cố lên ❤❤❤,2
Fan dương mà sao lần này dương chs kỳ zzzzzzz. Xem mà ói máu😂😂😂,0
Atus ảnh ồn quá tr,0
Số 13 captain mê quá roii í ạ,2
ASTUS số 10 mọi người yêu quý thì hãy bình chọn cho ảnh sĩ phát nao,2
Anh Isaac 14 ❤❤,2
"Ê t thấy cách bình chọn này k công tâm -))) chấm thù thấy có giáo khảo chấm hoặc ai có chuyên môn sẽ hợp lí hơn, sao lại để khán giả???",0
Thấy atus khóc cũng khóc theo luôn rồi,2
Game cuối luật chơi nhãm nhí. Ai cũng cược 0-0-0-1000 thì chơi cả đời ko phân thắng thua,0
Ê tính ra chiến thuật HTH dữ thật. Love sand cũng đỉnh mà sao m.n toxic thằng nhỏ quá v chứ mình vẫn thấy đỉnh. Lần trước mà lôi hết điểm ra đấu giá thì nhất lần này cũng k lại đc team Negav. M.n sẽ nói mình là FC nên bênh nhưng thực sự liveshow 1 replay mỗi bài 10/10 còn bài nỗi đau ngây dại chưa xem trọn 1 lần. còn lần này 2 bài team này đều đỉnh của đỉnh luôn ý.,2
Xem lại vẫn thấy thích bài Ngáo ngơ và k hiểu s nó lại top 4 k hiểu khán giả chấm kiểu gì,1
A tài * em cũng không bất ngờ lắm*😂 tự tin nhưng thể hiểu được ❤,1
Công nhận các anh zai vừa có tài vừa có sắc xứng đáng có 1000000đ,2
SONG LUÂNNNNNNNNN TAGEEEEEE quá tuyệt vời ❤❤,2
"Eo ơi tự nhiên trấn thành làm tuột mood ý, làm mừng hụt tưởng pháp kiều được làm đội trưởng",0
Chương trình này gây mâu thuẫn chia lìa tình cảm ae quá mất🤣,0
"Isaac cháy quá cháy nè, anh đại 🎉. Anh Tú Voi hát ballad đúng đỉnh",2
10/10 vừa vui vừa hay vừa đẹp,2
HURRYKNG quá giỏi 🎉,2
Bai sau dem nay hay kinh Khung luon. Qua goi,2
Phap kieu choi hay,2
Nỗi đau ngây dại tuyệt vời quá ạ❤ HieuthuHai đẹp traiiiii cả team siêu xuất sắc ạ,2
2:08:30 công dương nhảy quá đẹp,2
"A Tú nếu vẫn chọn bài kiểu này.Sẽ ko đắt show phòng trà đà lạt,hà nội,sài gòn như quốc thiên hay hoàng hải.",0
